"Partie";"Nom de la section";"Champ";"Type";"Traduction"
"contenu";"";"contratinsertion_duree_hebdo_emp";"text";"La durée hebdomadaire de travail"
"contenu";"";"contratinsertion_nat_cont_trav";"text";"La nature du contrat de travail"
"contenu";"";"contratinsertion_duree_cdd";"text";"S'il s'agit d'un CDD, sa durée"
"contenu";"";"contratinsertion_duree_engag";"text";"Durée du contrat"
"contenu";"";"contratinsertion_nature_projet";"text";"Nature du projet "
"contenu";"";"contratinsertion_observ_ci";"text";"Observations"
"contenu";"";"contratinsertion_decision_ci";"text";"Décision "
"contenu";"";"contratinsertion_datevalidation_ci";"date";"Date décision"
"contenu";"";"contratinsertion_date_saisi_ci";"date";"Contrat signé le "
"contenu";"";"contratinsertion_lieu_saisi_ci";"text";"Réalisé à "
"contenu";"";"contratinsertion_emp_trouv";"text";"Avez-vous trouvé un emploi ? "
"contenu";"";"contratinsertion_forme_ci";"text";"Forme du contrat "
"contenu";"";"contratinsertion_commentaire_action";"text";"Commentaire concernant l'action"
"contenu";"";"contratinsertion_raison_ci";"text";"Contratinsertion.raison_ci"
"contenu";"";"contratinsertion_aviseqpluri";"text";"Contratinsertion.aviseqpluri"
"contenu";"";"contratinsertion_sitfam_ci";"text";"Situation personnelle et familiale"
"contenu";"";"contratinsertion_sitpro_ci";"text";"Situation professionnelle"
"contenu";"";"contratinsertion_observ_benef";"text";"Observation(s) éventuelle(s) du bénéficiaire du contrat"
"contenu";"";"contratinsertion_referent_id";"text";"Nom du référent chargé du suivi"
"contenu";"";"contratinsertion_avisraison_ci";"text";"Contratinsertion.avisraison_ci"
"contenu";"";"contratinsertion_type_demande";"text";"Type de demande"
"contenu";"";"contratinsertion_num_contrat";"text";"Type de contrat"
"contenu";"";"contratinsertion_typeinsertion";"text";"Type d'insertion"
"contenu";"";"contratinsertion_bilancontrat";"text";"Contratinsertion.bilancontrat"
"contenu";"";"contratinsertion_engag_object_referent";"text";"Contratinsertion.engag_object_referent"
"contenu";"";"contratinsertion_outilsmobilises";"text";"Contratinsertion.outilsmobilises"
"contenu";"";"contratinsertion_outilsamobiliser";"text";"Contratinsertion.outilsamobiliser"
"contenu";"";"contratinsertion_niveausalaire";"text";"Niveau de salaire attendu"
"contenu";"";"contratinsertion_zonegeographique_id";"text";"Contratinsertion.zonegeographique_id"
"contenu";"";"contratinsertion_autreavisradiation";"text";"Contratinsertion.autreavisradiation"
"contenu";"";"contratinsertion_autreavissuspension";"text";"Contratinsertion.autreavissuspension"
"contenu";"";"contratinsertion_datesuspensionparticulier";"text";"Contratinsertion.datesuspensionparticulier"
"contenu";"";"contratinsertion_dateradiationparticulier";"text";"Contratinsertion.dateradiationparticulier"
"contenu";"";"contratinsertion_faitsuitea";"text";"Contratinsertion.faitsuitea"
"contenu";"";"contratinsertion_positioncer";"text";"Position du CER"
"contenu";"";"contratinsertion_created_time";"text";"contratinsertion_created_time"
"contenu";"";"contratinsertion_created";"date";"Date d'envoi CER"
"contenu";"";"contratinsertion_modified_time";"text";"contratinsertion_modified_time"
"contenu";"";"contratinsertion_modified";"date";"Contratinsertion.modified"
"contenu";"";"contratinsertion_current_action";"text";"Intitulé de ( ou des ) actions"
"contenu";"";"contratinsertion_haspiecejointe";"text";"Ajouter une pièce jointe"
"contenu";"";"contratinsertion_avenant_id";"text";"Contratinsertion.avenant_id"
"contenu";"";"contratinsertion_sitfam";"text";"Contratinsertion.sitfam"
"contenu";"";"contratinsertion_typeocclog";"text";"Contratinsertion.typeocclog"
"contenu";"";"contratinsertion_persacharge";"text";"Nombre et âge des personnes à charge"
"contenu";"";"contratinsertion_objetcerprecautre";"text";"Contratinsertion.objetcerprecautre"
"contenu";"";"contratinsertion_motifannulation";"text";"Raison de l'annulation"
"contenu";"";"contratinsertion_datedecision";"date";"Date de décision"
"contenu";"";"contratinsertion_datenotification";"text";"Date d'envoi"
"contenu";"";"contratinsertion_actioncandidat_id";"text";"Contratinsertion.actioncandidat_id"
"contenu";"";"contratinsertion_datetacitereconduction";"text";"Contratinsertion.datetacitereconduction"
"contenu";"";"contratinsertion_cumulduree";"text";"Contratinsertion.cumulduree"
"contenu";"";"contratinsertion_nbjours";"text";"Contratinsertion.nbjours"
"contenu";"";"contratinsertion_present";"text";"Présence d'un contrat ?"
"contenu";"";"contratinsertion_dernier";"text";"Contratinsertion.dernier"
"contenu";"";"user_id";"text";"User.id"
"contenu";"";"user_group_id";"text";"User.group_id"
"contenu";"";"user_serviceinstructeur_id";"text";"User.serviceinstructeur_id"
"contenu";"";"user_username";"text";"Login"
"contenu";"";"user_password";"text";"User.password"
"contenu";"";"user_nom";"text";"Nom"
"contenu";"";"user_prenom";"text";"Prénom"
"contenu";"";"user_date_naissance";"text";"User.date_naissance"
"contenu";"";"user_date_deb_hab";"date";"User.date_deb_hab"
"contenu";"";"user_date_fin_hab";"date";"User.date_fin_hab"
"contenu";"";"user_numtel";"text";"User.numtel"
"contenu";"";"user_filtre_zone_geo";"text";"User.filtre_zone_geo"
"contenu";"";"user_numvoie";"text";"User.numvoie"
"contenu";"";"user_typevoie";"text";"User.typevoie"
"contenu";"";"user_nomvoie";"text";"User.nomvoie"
"contenu";"";"user_compladr";"text";"User.compladr"
"contenu";"";"user_codepos";"text";"User.codepos"
"contenu";"";"user_ville";"text";"User.ville"
"contenu";"";"user_isgestionnaire";"text";"Est-il gestionnaire, notamment pour les PDOs ? "
"contenu";"";"user_sensibilite";"text";"Peut-il accéder aux données sensibles ? "
"contenu";"";"user_structurereferente_id";"text";"User.structurereferente_id"
"contenu";"";"user_referent_id";"text";"User.referent_id"
"contenu";"";"user_type";"text";"Type d'utilisateur"
"contenu";"";"user_email";"text";"User.email"
"contenu";"";"user_poledossierpcg66_id";"text";"User.poledossierpcg66_id"
"contenu";"";"user_service66_id";"text";"Service de l'utilisateur"
"contenu";"";"user_communautesr_id";"text";"User.communautesr_id"
"contenu";"";"user_nom_complet";"text";"Gestionnaire"
"contenu";"";"modeleodt_path";"text";"modeleodt_path"
