"Partie";"Nom de la section";"Champ";"Type";"Traduction"
"contenu";"";"transfertpdv93_modified_time";"text";"transfertpdv93_modified_time"
"contenu";"";"transfertpdv93_modified";"date";"Transfertpdv93.modified"
"contenu";"";"user_id";"text";"User.id"
"contenu";"";"user_group_id";"text";"User.group_id"
"contenu";"";"user_serviceinstructeur_id";"text";"User.serviceinstructeur_id"
"contenu";"";"user_username";"text";"Login"
"contenu";"";"user_password";"text";"User.password"
"contenu";"";"user_nom";"text";"Nom"
"contenu";"";"user_prenom";"text";"Prénom"
"contenu";"";"user_date_naissance";"text";"User.date_naissance"
"contenu";"";"user_date_deb_hab";"date";"User.date_deb_hab"
"contenu";"";"user_date_fin_hab";"date";"User.date_fin_hab"
"contenu";"";"user_numtel";"text";"User.numtel"
"contenu";"";"user_filtre_zone_geo";"text";"User.filtre_zone_geo"
"contenu";"";"user_numvoie";"text";"User.numvoie"
"contenu";"";"user_typevoie";"text";"User.typevoie"
"contenu";"";"user_nomvoie";"text";"User.nomvoie"
"contenu";"";"user_compladr";"text";"User.compladr"
"contenu";"";"user_codepos";"text";"User.codepos"
"contenu";"";"user_ville";"text";"User.ville"
"contenu";"";"user_isgestionnaire";"text";"Est-il gestionnaire, notamment pour les PDOs ? "
"contenu";"";"user_sensibilite";"text";"Peut-il accéder aux données sensibles ? "
"contenu";"";"user_structurereferente_id";"text";"User.structurereferente_id"
"contenu";"";"user_referent_id";"text";"User.referent_id"
"contenu";"";"user_type";"text";"Type d'utilisateur"
"contenu";"";"user_email";"text";"User.email"
"contenu";"";"user_poledossierpcg66_id";"text";"User.poledossierpcg66_id"
"contenu";"";"user_service66_id";"text";"Service de l'utilisateur"
"contenu";"";"user_communautesr_id";"text";"User.communautesr_id"
"contenu";"";"vxorientstruct_id";"text";"VxOrientstruct.id"
"contenu";"";"vxorientstruct_personne_id";"text";"VxOrientstruct.personne_id"
"contenu";"";"vxorientstruct_typeorient_id";"text";"VxOrientstruct.typeorient_id"
"contenu";"";"vxorientstruct_structurereferente_id";"text";"VxOrientstruct.structurereferente_id"
"contenu";"";"vxorientstruct_propo_algo";"text";"VxOrientstruct.propo_algo"
"contenu";"";"vxorientstruct_valid_cg";"text";"VxOrientstruct.valid_cg"
"contenu";"";"vxorientstruct_date_propo";"date";"VxOrientstruct.date_propo"
"contenu";"";"vxorientstruct_date_valid";"date";"VxOrientstruct.date_valid"
"contenu";"";"vxorientstruct_statut_orient";"text";"VxOrientstruct.statut_orient"
"contenu";"";"vxorientstruct_date_impression";"date";"VxOrientstruct.date_impression"
"contenu";"";"vxorientstruct_daterelance";"text";"VxOrientstruct.daterelance"
"contenu";"";"vxorientstruct_statutrelance";"text";"VxOrientstruct.statutrelance"
"contenu";"";"vxorientstruct_date_impression_relance";"text";"VxOrientstruct.date_impression_relance"
"contenu";"";"vxorientstruct_referent_id";"text";"VxOrientstruct.referent_id"
"contenu";"";"vxorientstruct_etatorient";"text";"VxOrientstruct.etatorient"
"contenu";"";"vxorientstruct_rgorient";"text";"VxOrientstruct.rgorient"
"contenu";"";"vxorientstruct_structureorientante_id";"text";"VxOrientstruct.structureorientante_id"
"contenu";"";"vxorientstruct_referentorientant_id";"text";"VxOrientstruct.referentorientant_id"
"contenu";"";"vxorientstruct_user_id";"text";"VxOrientstruct.user_id"
"contenu";"";"vxorientstruct_haspiecejointe";"text";"VxOrientstruct.haspiecejointe"
"contenu";"";"vxorientstruct_origine";"text";"VxOrientstruct.origine"
"contenu";"";"vxorientstruct_typenotification";"text";"VxOrientstruct.typenotification"
"contenu";"";"vxstructurereferente_id";"text";"VxStructurereferente.id"
"contenu";"";"vxstructurereferente_typeorient_id";"text";"VxStructurereferente.typeorient_id"
"contenu";"";"vxstructurereferente_lib_struc";"text";"VxStructurereferente.lib_struc"
"contenu";"";"vxstructurereferente_num_voie";"text";"VxStructurereferente.num_voie"
"contenu";"";"vxstructurereferente_type_voie";"text";"VxStructurereferente.type_voie"
"contenu";"";"vxstructurereferente_nom_voie";"text";"VxStructurereferente.nom_voie"
"contenu";"";"vxstructurereferente_code_postal";"text";"VxStructurereferente.code_postal"
"contenu";"";"vxstructurereferente_ville";"text";"VxStructurereferente.ville"
"contenu";"";"vxstructurereferente_code_insee";"text";"VxStructurereferente.code_insee"
"contenu";"";"vxstructurereferente_filtre_zone_geo";"text";"VxStructurereferente.filtre_zone_geo"
"contenu";"";"vxstructurereferente_contratengagement";"text";"VxStructurereferente.contratengagement"
"contenu";"";"vxstructurereferente_apre";"text";"VxStructurereferente.apre"
"contenu";"";"vxstructurereferente_orientation";"text";"VxStructurereferente.orientation"
"contenu";"";"vxstructurereferente_pdo";"text";"VxStructurereferente.pdo"
"contenu";"";"vxstructurereferente_numtel";"text";"VxStructurereferente.numtel"
"contenu";"";"vxstructurereferente_actif";"text";"VxStructurereferente.actif"
"contenu";"";"vxstructurereferente_typestructure";"text";"VxStructurereferente.typestructure"
"contenu";"";"vxstructurereferente_cui";"text";"VxStructurereferente.cui"
"contenu";"";"vxstructurereferente_numfax";"text";"VxStructurereferente.numfax"
"contenu";"";"personne_id";"text";"Personne"
"contenu";"";"personne_foyer_id";"text";"Personne.foyer_id"
"contenu";"";"personne_qual";"text";"Civilité"
"contenu";"";"personne_nom";"text";"Nom"
"contenu";"";"personne_prenom";"text";"Prénom"
"contenu";"";"personne_nomnai";"text";"Nom de naissance"
"contenu";"";"personne_prenom2";"text";"2ème prénom"
"contenu";"";"personne_prenom3";"text";"3ème prénom"
"contenu";"";"personne_nomcomnai";"text";"Commune de naissance"
"contenu";"";"personne_dtnai";"date";"Date de naissance"
"contenu";"";"personne_rgnai";"text";"Rang naissance"
"contenu";"";"personne_typedtnai";"text";"Type date de naissance"
"contenu";"";"personne_nir";"text";"NIR"
"contenu";"";"personne_topvalec";"text";"Certification de l'état civil de la personne"
"contenu";"";"personne_sexe";"text";"Sexe"
"contenu";"";"personne_nati";"text";"Nationalité"
"contenu";"";"personne_dtnati";"text";"Date Nationalité"
"contenu";"";"personne_pieecpres";"text";"Pièce d'état civil présentée"
"contenu";"";"personne_idassedic";"text";"N° identifiant Pôle Emploi"
"contenu";"";"personne_numagenpoleemploi";"text";"Numéro agence Pole emploi"
"contenu";"";"personne_dtinscpoleemploi";"text";"Date inscription Pole emploi"
"contenu";"";"personne_numfixe";"text";"N° de téléphone fixe"
"contenu";"";"personne_numport";"text";"N° de téléphone portable"
"contenu";"";"personne_haspiecejointe";"text";"Ajouter une pièce jointe"
"contenu";"";"personne_email";"text";"Adresse mail"
"contenu";"";"foyer_id";"text";"Foyer.id"
"contenu";"";"foyer_dossier_id";"text";"Foyer.dossier_id"
"contenu";"";"foyer_sitfam";"text";"Situation familiale"
"contenu";"";"foyer_ddsitfam";"date";"Date début situation familiale"
"contenu";"";"foyer_typeocclog";"text";"Conditions de logement"
"contenu";"";"foyer_mtvallocterr";"text";"Montant de la valeur locative du terrain non loué"
"contenu";"";"foyer_mtvalloclog";"text";"Montant de la valeur locative du logement non loué"
"contenu";"";"foyer_contefichliairsa";"text";"Contenu de la fiche de liaison"
"contenu";"";"foyer_mtestrsa";"text";"Montant estimé du droit rSa"
"contenu";"";"foyer_raisoctieelectdom";"text";"Nom de la raison sociale du Tiers ou nom d'usage de la personne"
"contenu";"";"foyer_regagrifam";"text";"Régime agricole familial"
"contenu";"";"foyer_haspiecejointe";"text";"Ajout d'une pièce supplémentaire"
"contenu";"";"prestation_personne_id";"text";"Prestation.personne_id"
"contenu";"";"prestation_natprest";"text";"Nature de la prestation"
"contenu";"";"prestation_rolepers";"text";"Rôle personne"
"contenu";"";"prestation_topchapers";"text";"Prestation.topchapers"
"contenu";"";"prestation_id";"text";"Prestation.id"
"contenu";"";"adressefoyer_id";"text";"Adresse n°"
"contenu";"";"adressefoyer_adresse_id";"text";"Adressefoyer.adresse_id"
"contenu";"";"adressefoyer_foyer_id";"text";"Adressefoyer.foyer_id"
"contenu";"";"adressefoyer_rgadr";"text";"Rang Adresse"
"contenu";"";"adressefoyer_dtemm";"date";"Date emménagement"
"contenu";"";"adressefoyer_typeadr";"text";"Code nature adresse"
"contenu";"";"adressefoyer_etatadr";"text";"Etat adresse"
"contenu";"";"adresse_id";"text";"Adresse.id"
"contenu";"";"adresse_numvoie";"text";"Numéro de voie"
"contenu";"";"adresse_nomvoie";"text";"Nom de voie"
"contenu";"";"adresse_complideadr";"text";"Complément identification adresse"
"contenu";"";"adresse_compladr";"text";"Complément d'adresse"
"contenu";"";"adresse_lieudist";"text";"Lieu de distribution"
"contenu";"";"adresse_codepos";"text";"Code postal"
"contenu";"";"adresse_pays";"text";"Code Pays"
"contenu";"";"adresse_canton";"text";"Code Canton"
"contenu";"";"adresse_typeres";"text";"Type de résidence"
"contenu";"";"adresse_topresetr";"text";"Résidence étranger"
"contenu";"";"adresse_foyerid";"text";"Adresse.foyerid"
"contenu";"";"adresse_libtypevoie";"text";"Type de voie"
"contenu";"";"adresse_numcom";"text";"Numéro de commune sens INSEE"
"contenu";"";"adresse_nomcom";"text";"Nom de commune"
"contenu";"";"adresse_liblig2adr";"text";"Ligne 2 - complément d'identification du destinataire"
"contenu";"";"adresse_liblig3adr";"text";"Ligne 3 - saisie libre"
"contenu";"";"adresse_liblig4adr";"text";"Ligne 4 - saisie libre"
"contenu";"";"adresse_liblig5adr";"text";"Ligne 5 - saisie libre"
"contenu";"";"adresse_liblig6adr";"text";"Ligne 6 - saisie libre"
"contenu";"";"adresse_liblig7adr";"text";"Ligne 7 - pays de destination"
"contenu";"";"dossier_id";"text";"Dossier.id"
"contenu";"";"dossier_numdemrsa";"text";"N° demande RSA"
"contenu";"";"dossier_dtdemrsa";"date";"Date de demande RSA"
"contenu";"";"dossier_dtdemrmi";"text";"Date de demande RMI"
"contenu";"";"dossier_numdepinsrmi";"text";"N° du département instructeur RMI"
"contenu";"";"dossier_typeinsrmi";"text";"Type d'instructeur RMI"
"contenu";"";"dossier_numcominsrmi";"text";"N° de la commune instructeur RMI"
"contenu";"";"dossier_numagrinsrmi";"text";"N° d'agréement instructeur RMI"
"contenu";"";"dossier_numdosinsrmi";"text";"N° de dossier instructeur RMI"
"contenu";"";"dossier_numcli";"text";"N° de CLI"
"contenu";"";"dossier_numorg";"text";"N° de l'organisme"
"contenu";"";"dossier_fonorg";"text";"Organisme payeur"
"contenu";"";"dossier_matricule";"text";"N° CAF/MSA"
"contenu";"";"dossier_statudemrsa";"text";"Statut du demandeur RSA"
"contenu";"";"dossier_typeparte";"text";"Type de partenaire"
"contenu";"";"dossier_ideparte";"text";"Code d'identification du partenaire"
"contenu";"";"dossier_fonorgcedmut";"text";"Fonction de l'organisme cédant"
"contenu";"";"dossier_numorgcedmut";"text";"N° organisme cédant"
"contenu";"";"dossier_matriculeorgcedmut";"text";"Matricule chez l'organisme cédant"
"contenu";"";"dossier_ddarrmut";"date";"Date de début arrivée mutation"
"contenu";"";"dossier_codeposanchab";"text";"Code postal ancienne habitation"
"contenu";"";"dossier_fonorgprenmut";"text";"Fonction organisme prenant"
"contenu";"";"dossier_numorgprenmut";"text";"N° organisme prenant"
"contenu";"";"dossier_dddepamut";"text";"Date de début départ mutation"
"contenu";"";"dossier_detaildroitrsa_id";"text";"Dossier.detaildroitrsa_id"
"contenu";"";"dossier_avispcgdroitrsa_id";"text";"Dossier.avispcgdroitrsa_id"
"contenu";"";"dossier_organisme_id";"text";"Dossier.organisme_id"
"contenu";"";"modeleodt_path";"text";"modeleodt_path"
