Partie;Nom de la section;Champ;Type;Traduction
contenu;;user_date_naissance;text;User.date_naissance
contenu;;user_date_deb_hab;date;User.date_deb_hab
contenu;;user_date_fin_hab;date;User.date_fin_hab
contenu;;user_numtel;text;User.numtel
contenu;;user_filtre_zone_geo;text;User.filtre_zone_geo
contenu;;user_numvoie;text;User.numvoie
contenu;;user_typevoie;text;User.typevoie
contenu;;user_nomvoie;text;User.nomvoie
contenu;;user_compladr;text;User.compladr
contenu;;user_codepos;text;User.codepos
contenu;;user_ville;text;User.ville
contenu;;user_isgestionnaire;text;Est-il gestionnaire, notamment pour les PDOs ? 
contenu;;user_sensibilite;text;Peut-il accéder aux données sensibles ? 
contenu;;user_structurereferente_id;text;User.structurereferente_id
contenu;;user_referent_id;text;User.referent_id
contenu;;user_type;text;Type d'utilisateur
contenu;;user_email;text;User.email
contenu;;user_nom_complet;text;User.nom_complet
contenu;;dossier_id;text;Dossier.id
contenu;;dossier_numdemrsa;text;N° demande RSA
contenu;;dossier_dtdemrsa;date;Date de demande RSA
contenu;;dossier_dtdemrmi;text;Date de demande RMI
contenu;;dossier_numdepinsrmi;text;N° du département instructeur RMI
contenu;;dossier_typeinsrmi;text;Type d'instructeur RMI
contenu;;dossier_numcominsrmi;text;N° de la commune instructeur RMI
contenu;;dossier_numagrinsrmi;text;N° d'agréement instructeur RMI
contenu;;dossier_numdosinsrmi;text;N° de dossier instructeur RMI
contenu;;dossier_numcli;text;N° de CLI
contenu;;dossier_numorg;text;N° de l'organisme
contenu;;dossier_fonorg;text;Organisme payeur
contenu;;dossier_matricule;text;N° CAF
contenu;;dossier_statudemrsa;text;Statut du demandeur RSA
contenu;;dossier_typeparte;text;Type de partenaire
contenu;;dossier_ideparte;text;Code d'identification du partenaire
contenu;;dossier_fonorgcedmut;text;Fonction de l'organisme cédant
contenu;;dossier_numorgcedmut;text;N° organisme cédant
contenu;;dossier_matriculeorgcedmut;text;Matricule chez l'organisme cédant
contenu;;dossier_ddarrmut;text;Date de début arrivée mutation
contenu;;dossier_codeposanchab;text;Code postal ancienne habitation
contenu;;dossier_fonorgprenmut;text;Fonction organisme prenant
contenu;;dossier_numorgprenmut;text;N° organisme prenant
contenu;;dossier_dddepamut;text;Date de début départ mutation
contenu;;dossier_detaildroitrsa_id;text;Dossier.detaildroitrsa_id
contenu;;dossier_avispcgdroitrsa_id;text;Dossier.avispcgdroitrsa_id
contenu;;dossier_organisme_id;text;Dossier.organisme_id
contenu;;adresse_id;text;Adresse.id
contenu;;adresse_numvoie;text;Numéro de voie
contenu;;adresse_typevoie;text;Type de voie
contenu;;adresse_nomvoie;text;Nom de voie
contenu;;adresse_complideadr;text;Complément identification adresse
contenu;;adresse_compladr;text;Complément d'adresse
contenu;;adresse_lieudist;text;Lieu de distribution
contenu;;adresse_numcomrat;text;Numéro de commune
contenu;;adresse_numcomptt;text;Numéro de commune sens INSEE
contenu;;adresse_codepos;text;Code postal
contenu;;adresse_locaadr;text;Nom de commune
contenu;;adresse_pays;text;Code Pays
contenu;;adresse_canton;text;Code Canton
contenu;;adresse_typeres;text;Adresse.typeres
contenu;;adresse_topresetr;text;Adresse.topresetr
contenu;;adresse_foyerid;text;Adresse.foyerid
contenu;;adresse_localite;text;Commune de résidence
contenu;;modeleodt_path;text;
;;adresse_nomcom;text;nom de la commune
