"Partie";"Nom de la section";"Champ";"Type";"Traduction"
"contenu";"";"contratinsertion_personne_id";"text";"Contratinsertion.personne_id"
"contenu";"";"contratinsertion_structurereferente_id";"text";"Nom de l'organisme de suivi"
"contenu";"";"contratinsertion_typocontrat_id";"text";"Contratinsertion.typocontrat_id"
"contenu";"";"contratinsertion_dd_ci";"date";"Date de début de contrat"
"contenu";"";"contratinsertion_df_ci";"date";"Date de fin de contrat"
"contenu";"";"contratinsertion_diplomes";"text";"Diplômes (scolaires, universitaires et/ou professionnels) + Années d'obtention (préciser si obtenu à l'étranger)"
"contenu";"";"contratinsertion_form_compl";"text";"Autres expériences, savoir, connaissances"
"contenu";"";"contratinsertion_expr_prof";"text";"Quelles expériences professionnelles avez-vous ( emploi occupé, dates, ...) ?"
"contenu";"";"contratinsertion_aut_expr_prof";"text";"Contratinsertion.aut_expr_prof"
"contenu";"";"contratinsertion_rg_ci";"text";"Rang du présent contrat "
"contenu";"";"contratinsertion_actions_prev";"text";"Avez-vous pu réaliser les actions prévues dans votre contrat précédent ? "
"contenu";"";"contratinsertion_obsta_renc";"text";"Si vous n'avez pas pu les réaliser, quels obstacles avez-vous rencontrés ? "
"contenu";"";"contratinsertion_service_soutien";"text";"Le présent contrat a été établi avec le soutien du service: (désignation, adresse, téléphone)"
"contenu";"";"contratinsertion_pers_charg_suivi";"text";"Personne chargée du suivi"
"contenu";"";"contratinsertion_objectifs_fixes";"text";"Quels objectifs vous fixez-vous pour les mois à venir"
"contenu";"";"contratinsertion_engag_object";"text";"Que prévoyez-vous de faire pour atteindre ces objectifs (démarches d'insertion dans les domaines de la santé, du logement et de la vie sociale et quotidienne, de la formation, de la recherche d'emploi,...)"
"contenu";"";"contratinsertion_sect_acti_emp";"text";"Le secteur d'activité"
"contenu";"";"contratinsertion_emp_occupe";"text";"L'emploi occupé"
"contenu";"";"contratinsertion_duree_hebdo_emp";"text";"La durée hebdomadaire de travail"
"contenu";"";"contratinsertion_nat_cont_trav";"text";"La nature du contrat de travail"
"contenu";"";"contratinsertion_duree_cdd";"text";"S'il s'agit d'un CDD, sa durée"
"contenu";"";"contratinsertion_duree_engag";"text";"Durée du contrat"
"contenu";"";"contratinsertion_nature_projet";"text";"Nature du projet "
"contenu";"";"contratinsertion_observ_ci";"text";"Observations"
"contenu";"";"contratinsertion_decision_ci";"text";"Décision "
"contenu";"";"contratinsertion_datevalidation_ci";"date";"Date décision"
"contenu";"";"contratinsertion_date_saisi_ci";"date";"Contrat signé le "
"contenu";"";"contratinsertion_lieu_saisi_ci";"text";"Réalisé à "
"contenu";"";"contratinsertion_emp_trouv";"text";"Avez-vous trouvé un emploi ? "
"contenu";"";"contratinsertion_forme_ci";"text";"Forme du contrat "
"contenu";"";"contratinsertion_commentaire_action";"text";"Commentaire concernant l'action"
"contenu";"";"contratinsertion_raison_ci";"text";"Contratinsertion.raison_ci"
"contenu";"";"contratinsertion_aviseqpluri";"text";"Contratinsertion.aviseqpluri"
"contenu";"";"contratinsertion_sitfam_ci";"text";"Situation personnelle et familiale"
"contenu";"";"contratinsertion_sitpro_ci";"text";"Situation professionnelle"
"contenu";"";"contratinsertion_observ_benef";"text";"Observation(s) éventuelle(s) du bénéficiaire du contrat"
"contenu";"";"contratinsertion_referent_id";"text";"Nom du référent chargé du suivi"
"contenu";"";"contratinsertion_avisraison_ci";"text";"Contratinsertion.avisraison_ci"
"contenu";"";"contratinsertion_type_demande";"text";"Type de demande"
"contenu";"";"contratinsertion_num_contrat";"text";"Type de contrat"
"contenu";"";"contratinsertion_typeinsertion";"text";"Type d'insertion"
"contenu";"";"contratinsertion_bilancontrat";"text";"Contratinsertion.bilancontrat"
"contenu";"";"contratinsertion_engag_object_referent";"text";"Contratinsertion.engag_object_referent"
"contenu";"";"contratinsertion_outilsmobilises";"text";"Contratinsertion.outilsmobilises"
"contenu";"";"contratinsertion_outilsamobiliser";"text";"Contratinsertion.outilsamobiliser"
"contenu";"";"contratinsertion_niveausalaire";"text";"Niveau de salaire attendu"
"contenu";"";"contratinsertion_zonegeographique_id";"text";"Contratinsertion.zonegeographique_id"
"contenu";"";"contratinsertion_autreavisradiation";"text";"Contratinsertion.autreavisradiation"
"contenu";"";"contratinsertion_autreavissuspension";"text";"Contratinsertion.autreavissuspension"
"contenu";"";"contratinsertion_datesuspensionparticulier";"text";"Contratinsertion.datesuspensionparticulier"
"contenu";"";"contratinsertion_dateradiationparticulier";"text";"Contratinsertion.dateradiationparticulier"
"contenu";"";"contratinsertion_faitsuitea";"text";"Contratinsertion.faitsuitea"
"contenu";"";"contratinsertion_positioncer";"text";"Position du CER"
"contenu";"";"contratinsertion_created_time";"text";""
"contenu";"";"contratinsertion_created";"date";"Date d'envoi CER"
"contenu";"";"contratinsertion_modified_time";"text";""
"contenu";"";"contratinsertion_modified";"date";"Contratinsertion.modified"
"contenu";"";"contratinsertion_current_action";"text";"Intitulé de ( ou des ) actions"
"contenu";"";"contratinsertion_haspiecejointe";"text";"Ajouter une pièce jointe"
"contenu";"";"contratinsertion_avenant_id";"text";"Contratinsertion.avenant_id"
"contenu";"";"contratinsertion_sitfam";"text";"Contratinsertion.sitfam"
"contenu";"";"contratinsertion_typeocclog";"text";"Contratinsertion.typeocclog"
"contenu";"";"contratinsertion_persacharge";"text";"Nombre et âge des personnes à charge"
"contenu";"";"contratinsertion_objetcerprecautre";"text";"Contratinsertion.objetcerprecautre"
"contenu";"";"contratinsertion_motifannulation";"text";"Raison de l'annulation"
"contenu";"";"contratinsertion_datedecision";"date";"Date de décision"
"contenu";"";"contratinsertion_datenotification";"text";"Date d'envoi"
"contenu";"";"contratinsertion_actioncandidat_id";"text";"Contratinsertion.actioncandidat_id"
"contenu";"";"contratinsertion_datetacitereconduction";"text";"Contratinsertion.datetacitereconduction"
"contenu";"";"cer93_id";"text";"Cer93.id"
"contenu";"";"cer93_contratinsertion_id";"text";"Cer93.contratinsertion_id"
"contenu";"";"cer93_user_id";"text";"Cer93.user_id"
"contenu";"";"cer93_matricule";"text";"Cer93.matricule"
"contenu";"";"cer93_dtdemrsa";"date";"Cer93.dtdemrsa"
"contenu";"";"cer93_qual";"text";"Cer93.qual"
"contenu";"";"cer93_nom";"text";"Cer93.nom"
"contenu";"";"cer93_nomnai";"text";"Cer93.nomnai"
"contenu";"";"cer93_prenom";"text";"Cer93.prenom"
"contenu";"";"cer93_dtnai";"date";"Cer93.dtnai"
"contenu";"";"cer93_adresse";"text";"Cer93.adresse"
"contenu";"";"cer93_codepos";"text";"Cer93.codepos"
"contenu";"";"cer93_locaadr";"text";"Cer93.locaadr"
"contenu";"";"cer93_sitfam";"text";"Cer93.sitfam"
"contenu";"";"cer93_natlog";"text";"Cer93.natlog"
"contenu";"";"cer93_incoherencesetatcivil";"text";"Incohérence à déclarer"
"contenu";"";"cer93_inscritpe";"text";"Inscrit à PE"
"contenu";"";"cer93_cmu";"text";"CMU"
"contenu";"";"cer93_cmuc";"text";"CMU-C"
"contenu";"";"cer93_nivetu";"text";"Niveau d'étude"
"contenu";"";"cer93_numdemrsa";"text";"Cer93.numdemrsa"
"contenu";"";"cer93_rolepers";"text";"Cer93.rolepers"
"contenu";"";"cer93_identifiantpe";"text";"Cer93.identifiantpe"
"contenu";"";"cer93_positioncer";"text";"Statut CER"
"contenu";"";"cer93_formeci";"text";"Forme du CER"
"contenu";"";"cer93_datesignature";"date";"Date de signature"
"contenu";"";"cer93_autresexps";"text";"Autres expériences, savoirs, connaissances"
"contenu";"";"cer93_isemploitrouv";"text";"Avez-vous trouvé un emploi ?"
"contenu";"";"cer93_metierexerce_id";"text";"Métier exercé"
"contenu";"";"cer93_secteuracti_id";"text";"Secteur d'activité"
"contenu";"";"cer93_naturecontrat_id";"text";"Nature du contrat"
"contenu";"";"cer93_dureehebdo";"text";"Durée hebdomadaire"
"contenu";"";"cer93_dureecdd";"text";"Durée CDD"
"contenu";"";"cer93_prevu";"text";"Que prévoyez-vous de faire dans les mois à venir ?"
"contenu";"";"cer93_bilancerpcd";"text";"Quel bilan faites-vous des actions précisées dans le précédent contrat (les avancées et/ou les freins) ?"
"contenu";"";"cer93_duree";"text";"Durée d'engagement"
"contenu";"";"cer93_pointparcours";"text";"Je reprends contact avec mon référent pour faire un point sur mon parcours"
"contenu";"";"cer93_datepointparcours";"text";" "
"contenu";"";"cer93_pourlecomptede";"text";"Pour le compte de"
"contenu";"";"cer93_observpro";"text";"Observations et/ou proposition du professionnel"
"contenu";"";"cer93_observbenef";"text";"Observation(s) complémentaire(s)"
"contenu";"";"cer93_structureutilisateur";"text";"Nom de la structure"
"contenu";"";"cer93_nomutilisateur";"text";"Nom / Prénom"
"contenu";"";"cer93_prevupcd";"text";"Il a été prévu"
"contenu";"";"cer93_sujetpcd";"text";"Cer93.sujetpcd"
"contenu";"";"cer93_created_time";"text";""
"contenu";"";"cer93_created";"date";"Cer93.created"
"contenu";"";"cer93_modified_time";"text";""
"contenu";"";"cer93_modified";"date";"Cer93.modified"
"contenu";"";"cer93_dateimpressiondecision";"date";"Date d'impression du CER"
"contenu";"";"cer93_observationdecision";"text";"Cer93.observationdecision"
"contenu";"";"motifsortie_id";"text";"Motifsortie.id"
"contenu";"";"motifsortie_name";"text";"Motif de la sortie"
"contenu";"";"personne_id";"text";"Personne"
"contenu";"";"personne_foyer_id";"text";"Personne.foyer_id"
"contenu";"";"personne_qual";"text";"Civilité"
"contenu";"";"personne_nom";"text";"Nom"
"contenu";"";"personne_prenom";"text";"Prénom"
"contenu";"";"personne_nomnai";"text";"Nom de naissance"
"contenu";"";"personne_prenom2";"text";"2ème prénom"
"contenu";"";"personne_prenom3";"text";"3ème prénom"
"contenu";"";"personne_nomcomnai";"text";"Commune de naissance"
"contenu";"";"personne_dtnai";"date";"Date de naissance"
"contenu";"";"personne_rgnai";"text";"Rang naissance"
"contenu";"";"personne_typedtnai";"text";"Type date de naissance"
"contenu";"";"personne_nir";"text";"NIR"
"contenu";"";"personne_topvalec";"text";"Certification de l'état civil de la personne"
"contenu";"";"personne_sexe";"text";"Sexe"
"contenu";"";"personne_nati";"text";"Nationalité"
"contenu";"";"personne_dtnati";"date";"Date Nationalité"
"contenu";"";"personne_pieecpres";"text";"Pièce d'état civil présentée"
"contenu";"";"personne_idassedic";"text";"N° identifiant Pôle Emploi"
"contenu";"";"personne_numagenpoleemploi";"text";"Personne.numagenpoleemploi"
"contenu";"";"personne_dtinscpoleemploi";"text";"Personne.dtinscpoleemploi"
"contenu";"";"personne_numfixe";"text";"N° de téléphone fixe"
"contenu";"";"personne_numport";"text";"N° de téléphone portable"
"contenu";"";"personne_haspiecejointe";"text";"Ajouter une pièce jointe"
"contenu";"";"personne_email";"text";"Adresse mail"
"contenu";"";"activite_id";"text";"Activite.id"
"contenu";"";"activite_personne_id";"text";"Activite.personne_id"
"contenu";"";"activite_reg";"text";"Régime de protection sociale"
"contenu";"";"activite_act";"text";"Code activité"
"contenu";"";"activite_paysact";"text";"Pays de l'activité"
"contenu";"";"activite_ddact";"date";"Date de début de l'activité"
"contenu";"";"activite_dfact";"text";"Date de fin de l'activité"
"contenu";"";"activite_natcontrtra";"text";"Activite.natcontrtra"
"contenu";"";"activite_topcondadmeti";"text";"Activite.topcondadmeti"
"contenu";"";"activite_hauremuscmic";"text";"Activite.hauremuscmic"
"contenu";"";"activite_inscritpe";"text";"Activite.inscritpe"
"contenu";"";"foyer_id";"text";"Foyer.id"
"contenu";"";"foyer_dossier_id";"text";"Foyer.dossier_id"
"contenu";"";"foyer_sitfam";"text";"Situation familiale"
"contenu";"";"foyer_ddsitfam";"date";"Foyer.ddsitfam"
"contenu";"";"foyer_typeocclog";"text";"Conditions de logement"
"contenu";"";"foyer_mtvallocterr";"text";"Foyer.mtvallocterr"
"contenu";"";"foyer_mtvalloclog";"text";"Foyer.mtvalloclog"
"contenu";"";"foyer_contefichliairsa";"text";"Foyer.contefichliairsa"
"contenu";"";"foyer_mtestrsa";"text";"Foyer.mtestrsa"
"contenu";"";"foyer_raisoctieelectdom";"text";"Foyer.raisoctieelectdom"
"contenu";"";"foyer_regagrifam";"text";"Foyer.regagrifam"
"contenu";"";"foyer_haspiecejointe";"text";"Ajout d'une pièce supplémentaire"
"contenu";"";"adressefoyer_id";"text";"Adressefoyer.id"
"contenu";"";"adressefoyer_adresse_id";"text";"Adressefoyer.adresse_id"
"contenu";"";"adressefoyer_foyer_id";"text";"Adressefoyer.foyer_id"
"contenu";"";"adressefoyer_rgadr";"text";"Rang Adresse"
"contenu";"";"adressefoyer_dtemm";"date";"Date emménagement"
"contenu";"";"adressefoyer_typeadr";"text";"Code nature adresse"
"contenu";"";"adresse_id";"text";"Adresse.id"
"contenu";"";"adresse_numvoie";"text";"Numéro de voie"
"contenu";"";"adresse_typevoie";"text";"Type de voie"
"contenu";"";"adresse_nomvoie";"text";"Nom de voie"
"contenu";"";"adresse_complideadr";"text";"Complément identification adresse"
"contenu";"";"adresse_compladr";"text";"Complément d'adresse"
"contenu";"";"adresse_lieudist";"text";"Lieu de distribution"
"contenu";"";"adresse_numcomrat";"text";"Numéro de commune"
"contenu";"";"adresse_numcomptt";"text";"Numéro de commune sens INSEE"
"contenu";"";"adresse_codepos";"text";"Code postal"
"contenu";"";"adresse_locaadr";"text";"Nom de commune"
"contenu";"";"adresse_pays";"text";"Code Pays"
"contenu";"";"adresse_canton";"text";"Code Canton"
"contenu";"";"adresse_typeres";"text";"Adresse.typeres"
"contenu";"";"adresse_topresetr";"text";"Adresse.topresetr"
"contenu";"";"adresse_foyerid";"text";"Adresse.foyerid"
"contenu";"";"dossier_id";"text";"Dossier.id"
"contenu";"";"dossier_numdemrsa";"text";"N° demande RSA"
"contenu";"";"dossier_dtdemrsa";"date";"Date de demande RSA"
"contenu";"";"dossier_dtdemrmi";"text";"Date de demande RMI"
"contenu";"";"dossier_numdepinsrmi";"text";"N° du département instructeur RMI"
"contenu";"";"dossier_typeinsrmi";"text";"Type d'instructeur RMI"
"contenu";"";"dossier_numcominsrmi";"text";"N° de la commune instructeur RMI"
"contenu";"";"dossier_numagrinsrmi";"text";"N° d'agréement instructeur RMI"
"contenu";"";"dossier_numdosinsrmi";"text";"N° de dossier instructeur RMI"
"contenu";"";"dossier_numcli";"text";"N° de CLI"
"contenu";"";"dossier_numorg";"text";"N° de l'organisme"
"contenu";"";"dossier_fonorg";"text";"Organisme payeur"
"contenu";"";"dossier_matricule";"text";"N° CAF"
"contenu";"";"dossier_statudemrsa";"text";"Statut du demandeur RSA"
"contenu";"";"dossier_typeparte";"text";"Type de partenaire"
"contenu";"";"dossier_ideparte";"text";"Code d'identification du partenaire"
"contenu";"";"dossier_fonorgcedmut";"text";"Fonction de l'organisme cédant"
"contenu";"";"dossier_numorgcedmut";"text";"N° organisme cédant"
"contenu";"";"dossier_matriculeorgcedmut";"text";"Matricule chez l'organisme cédant"
"contenu";"";"dossier_ddarrmut";"text";"Date de début arrivée mutation"
"contenu";"";"dossier_codeposanchab";"text";"Code postal ancienne habitation"
"contenu";"";"dossier_fonorgprenmut";"text";"Fonction organisme prenant"
"contenu";"";"dossier_numorgprenmut";"text";"N° organisme prenant"
"contenu";"";"dossier_dddepamut";"text";"Date de début départ mutation"
"contenu";"";"dossier_detaildroitrsa_id";"text";"Dossier.detaildroitrsa_id"
"contenu";"";"dossier_avispcgdroitrsa_id";"text";"Dossier.avispcgdroitrsa_id"
"contenu";"";"dossier_organisme_id";"text";"Dossier.organisme_id"
"contenu";"";"detaildroitrsa_id";"text";"Detaildroitrsa.id"
"contenu";"";"detaildroitrsa_dossier_id";"text";"Detaildroitrsa.dossier_id"
"contenu";"";"detaildroitrsa_topsansdomfixe";"text";"Detaildroitrsa.topsansdomfixe"
"contenu";"";"detaildroitrsa_nbenfautcha";"text";"Detaildroitrsa.nbenfautcha"
"contenu";"";"detaildroitrsa_oridemrsa";"text";"Detaildroitrsa.oridemrsa"
"contenu";"";"detaildroitrsa_dtoridemrsa";"date";"Detaildroitrsa.dtoridemrsa"
"contenu";"";"detaildroitrsa_topfoydrodevorsa";"text";"Detaildroitrsa.topfoydrodevorsa"
"contenu";"";"detaildroitrsa_ddelecal";"date";"Detaildroitrsa.ddelecal"
"contenu";"";"detaildroitrsa_dfelecal";"text";"Detaildroitrsa.dfelecal"
"contenu";"";"detaildroitrsa_mtrevminigararsa";"text";"Detaildroitrsa.mtrevminigararsa"
"contenu";"";"detaildroitrsa_mtpentrsa";"text";"Detaildroitrsa.mtpentrsa"
"contenu";"";"detaildroitrsa_mtlocalrsa";"text";"Detaildroitrsa.mtlocalrsa"
"contenu";"";"detaildroitrsa_mtrevgararsa";"text";"Detaildroitrsa.mtrevgararsa"
"contenu";"";"detaildroitrsa_mtpfrsa";"text";"Detaildroitrsa.mtpfrsa"
"contenu";"";"detaildroitrsa_mtalrsa";"text";"Detaildroitrsa.mtalrsa"
"contenu";"";"detaildroitrsa_mtressmenrsa";"text";"Detaildroitrsa.mtressmenrsa"
"contenu";"";"detaildroitrsa_mtsanoblalimrsa";"text";"Detaildroitrsa.mtsanoblalimrsa"
"contenu";"";"detaildroitrsa_mtredhosrsa";"text";"Detaildroitrsa.mtredhosrsa"
"contenu";"";"detaildroitrsa_mtredcgrsa";"text";"Detaildroitrsa.mtredcgrsa"
"contenu";"";"detaildroitrsa_mtcumintegrsa";"text";"Detaildroitrsa.mtcumintegrsa"
"contenu";"";"detaildroitrsa_mtabaneursa";"text";"Detaildroitrsa.mtabaneursa"
"contenu";"";"detaildroitrsa_mttotdrorsa";"text";"Detaildroitrsa.mttotdrorsa"
"contenu";"";"detaildroitrsa_surfagridom";"text";"Detaildroitrsa.surfagridom"
"contenu";"";"detaildroitrsa_ddsurfagridom";"text";"Detaildroitrsa.ddsurfagridom"
"contenu";"";"detaildroitrsa_surfagridompla";"text";"Detaildroitrsa.surfagridompla"
"contenu";"";"detaildroitrsa_nbtotaidefamsurfdom";"text";"Detaildroitrsa.nbtotaidefamsurfdom"
"contenu";"";"detaildroitrsa_nbtotpersmajosurfdom";"text";"Detaildroitrsa.nbtotpersmajosurfdom"
"contenu";"";"suiviinstruction_id";"text";"Suiviinstruction.id"
"contenu";"";"suiviinstruction_dossier_id";"text";"Suiviinstruction.dossier_id"
"contenu";"";"suiviinstruction_etatirsa";"text";"Suiviinstruction.etatirsa"
"contenu";"";"suiviinstruction_date_etat_instruction";"text";"Date de l'état de l'instruction"
"contenu";"";"suiviinstruction_nomins";"text";"Nom de l'agent instructeur"
"contenu";"";"suiviinstruction_prenomins";"text";"Prénom de l'agent instructeur"
"contenu";"";"suiviinstruction_numdepins";"text";"Numéro du département du service instructeur"
"contenu";"";"suiviinstruction_typeserins";"text";"Type de service instructeur"
"contenu";"";"suiviinstruction_numcomins";"text";"Numéro de la commune du service instructeur"
"contenu";"";"suiviinstruction_numagrins";"text";"Numero d'agréement du service instructeur"
"contenu";"";"suiviinstruction_suiirsa";"text";"Suivi de l'instruction @RSA"
"contenu";"";"prestation_personne_id";"text";"Prestation.personne_id"
"contenu";"";"prestation_natprest";"text";"Nature de la prestation"
"contenu";"";"prestation_rolepers";"text";"Rôle personne"
"contenu";"";"prestation_topchapers";"text";"Prestation.topchapers"
"contenu";"";"prestation_id";"text";"Prestation.id"
"contenu";"";"referent_id";"text";"Referent.id"
"contenu";"";"referent_structurereferente_id";"text";"Referent.structurereferente_id"
"contenu";"";"referent_nom";"text";"Nom"
"contenu";"";"referent_prenom";"text";"Prénom"
"contenu";"";"referent_numero_poste";"text";"N° téléphone"
"contenu";"";"referent_email";"text";"Email"
"contenu";"";"referent_qual";"text";"Civilité"
"contenu";"";"referent_fonction";"text";"Fonction"
"contenu";"";"referent_actif";"text";"Actif"
"contenu";"";"referent_datecloture";"text";"Date de clôture"
"contenu";"";"referent_nom_complet";"text";"Nom du prescripteur"
"contenu";"";"structurereferente_id";"text";"Structurereferente.id"
